gene_id,CM_D0_R1,CM_D0_R2,CM_D18_R1,CM_D18_R2,CM_D3_R1,CM_D3_R2
MSTRG.13779,24,227,5,5,0,9
MSTRG.13780|ENSG00000261244,4,18,0,0,0,0
MSTRG.13778,0,0,0,0,13,0
MSTRG.13778|COMMD4P1,0,0,0,0,2,0
MSTRG.13778|ENSG00000290666,0,0,4,0,0,9
MSTRG.13782|TBC1D2B,1692,1550,476,985,378,1175
MSTRG.13781,0,41,0,0,0,0
MSTRG.13781|ENSG00000290667,0,0,0,0,0,0
MSTRG.13783|ENSG00000259792,0,1,3,0,0,0
MSTRG.13781|ADAMTS7P3,52,0,69,47,43,42
ENSG00000183476.13|SH2D7,79,46,26,41,31,100
MSTRG.13786|CIB2,801,1015,279,815,329,536
MSTRG.13787|IDH3A,1778,1919,1037,1575,621,453
MSTRG.13787,112,5,544,316,18,483
MSTRG.13789|ACSBG1,352,264,270,0,72,121
ENSG00000199633.1|SNORA63,1,0,0,0,0,0
MSTRG.13786,1038,1024,288,514,400,1287
MSTRG.13788|ENSG00000260988,4,18,25,12,5,65
MSTRG.13791|DNAJA4-DT,0,0,0,0,0,0
MSTRG.13792|DNAJA4,10,4,87,86,25,18
MSTRG.13794|ENSG00000272418,0,0,0,0,0,0
MSTRG.13793,0,8,58,22,0,0
MSTRG.13793|SKIC8,1606,1835,820,875,782,1229
MSTRG.13793|ENSG00000259562,51,27,47,30,50,69
MSTRG.13795|ENSG00000259322,6,15,25,13,10,22
MSTRG.13796|ENSG00000277482,1,0,0,0,0,8
MSTRG.13785|CRABP1,3630,3826,62,423,608,2377
MSTRG.13784|ENSG00000279694,173,179,3,17,27,165
ENSG00000279373.1|ENSG00000279373,5,6,0,0,6,27
MSTRG.13790|HYKK,206,313,135,160,43,128
MSTRG.13797|IREB2,9662,10519,3463,6326,4373,7687
MSTRG.13798|ENSG00000259474,6,0,20,0,15,3
MSTRG.13804|CHRNB4,103,50,6,55,0,66
MSTRG.13806|ENSG00000290426,0,0,0,0,0,0
MSTRG.13806|GOLGA6GP,0,0,0,0,0,4
MSTRG.13804,174,121,37,87,17,504
MSTRG.13805|ENSG00000259555,9,0,2,0,0,37
MSTRG.13807|RPL18P11,1,1,0,0,0,0
MSTRG.13813,143,179,30,71,38,63
MSTRG.13799|PSMA4,8009,8019,1798,2874,2906,4465
MSTRG.13800,167,134,0,133,0,13
MSTRG.13800|CHRNA5,942,789,182,84,281,699
MSTRG.13802|CHRNA3,354,407,182,184,98,546
MSTRG.13801|ENSG00000261762,390,82,23,99,83,166
MSTRG.13803|ENSG00000279421,2,3,2,0,4,2
MSTRG.13809|ENSG00000279235,8,6,55,20,29,13
MSTRG.13810,6,3,15,13,19,24
MSTRG.13821|RASGRF1,30,52,7,45,0,18
MSTRG.13822|ENSG00000177699,3,0,0,0,0,0
MSTRG.13833|CTSH,707,1113,517,628,511,761
MSTRG.13834,1,1,20,0,6,1
ENSG00000259234.8|ANKRD34C-AS1,0,0,0,6,0,0
ENSG00000207695.1|MIR184,0,0,0,0,0,2
ENSG00000235711.5|ANKRD34C,0,0,0,0,0,0
ENSG00000259419.2|HNRNPCP3,11,15,1,5,2,8
MSTRG.13814|ADAMTS7,1842,2036,554,1576,1188,2407
MSTRG.13817,0,0,0,12,1,0
MSTRG.13815|MORF4L1,18582,18579,5669,10725,7565,11142
MSTRG.13814,825,1884,1184,1167,633,1502
MSTRG.13816|ENSG00000288561,2,2,12,2,0,0
MSTRG.13818,5,21,0,0,2,2
MSTRG.13819|RPL21P116,5,10,2,6,2,10
MSTRG.13820,2,5,2,4,8,26
MSTRG.13808|RNU6-415P,10,10,14,2,11,11
MSTRG.13825|ENSG00000289561,0,0,0,4,128,930
MSTRG.13823|TMED3,1952,2286,969,1650,756,2076
MSTRG.13824|ENSG00000287408,6,4,34,22,8,15
MSTRG.13826|MINAR1,122,121,232,314,79,241
MSTRG.13827,9,0,2,0,0,24
ENSG00000259493.2|TFDP1P3,16,6,8,2,2,3
ENSG00000259548.1|ENSG00000259548,4,0,10,0,6,0
MSTRG.13828|MTHFS,725,473,285,516,393,613
MSTRG.13828,1529,1761,2175,1421,2143,2242
MSTRG.13828|ST20-MTHFS,82,17,1,1,22,54
MSTRG.13829|ENSG00000279394,0,10,62,0,31,11
MSTRG.13828|ENSG00000261229,1,1,1,0,1,1
MSTRG.13828|ENSG00000286813,12,30,115,36,33,70
MSTRG.13828|ST20,124,220,75,64,98,190
MSTRG.13828|ENSG00000288592,3,1,5,1,3,1
MSTRG.13828|ENSG00000278600,62,36,48,74,60,131
MSTRG.13830,324,232,0,0,635,672
MSTRG.13830|ST20-AS1,26,23,266,414,202,28
MSTRG.13828|ENSG00000288604,15,67,29,27,33,41
ENSG00000275460.1|Metazoa_SRP,0,0,0,0,0,0
MSTRG.13831|ZFAND6,5203,6085,1675,2415,2318,2967
MSTRG.13831,1,10,201,424,58,2
MSTRG.13832,4,21,108,18,47,25
MSTRG.13837|FAH,816,776,613,697,210,492
MSTRG.13837|ENSG00000259967,1,3,12,0,0,5
ENSG00000259417.3|CTXND1,11,3,64,13,29,0
MSTRG.13841|ENSG00000258010,3,0,8,0,0,0
MSTRG.13842|ENSG00000287813,0,0,27,0,0,0
MSTRG.13840|ARNT2,1412,685,911,1414,389,338
MSTRG.13843|ENSG00000259175,0,0,23,0,16,0
MSTRG.13838|ARNT2-DT,178,268,159,278,85,100
MSTRG.13839,1,2,1,16,0,0
MSTRG.13844|ENSG00000270919,6,5,6,1,0,0
MSTRG.13840|MIR5572,1,1,2,1,1,1
MSTRG.13835|ABHD17C,1947,1630,198,411,324,877
MSTRG.13836|ENSG00000271983,4,7,7,6,6,15
ENSG00000260619.1|ENSG00000260619,1,0,8,17,2,0
MSTRG.13846|CEMIP,57,149,114,83,69,75
MSTRG.13847|MIR549A,0,0,0,0,0,0
MSTRG.13848|ENSG00000259546,0,5,4,0,8,4
MSTRG.13848|ENSG00000259649,3,0,3,1,0,0
MSTRG.13848|MESD,3642,2325,1338,2251,1503,2288
MSTRG.13849,2,1,39,0,0,6
MSTRG.13845|MIR4514,0,0,0,5,0,0
MSTRG.13853,0,0,0,0,20,0
MSTRG.13854|ENSG00000279834,0,0,0,9,0,0
MSTRG.13852|CFAP161,6,1,0,0,0,0
MSTRG.13855|ANP32BP3,0,0,0,0,0,0
MSTRG.13850|ENSG00000277782,21,30,16,9,24,15
MSTRG.13851|TLNRD1,2444,2519,613,1623,1447,1601
MSTRG.13851|ENSG00000288625,15,5,301,5,334,1131
MSTRG.13871|IL16,12,0,0,71,0,62
MSTRG.13872|ENSG00000271725,0,0,0,0,4,0
MSTRG.13872|STARD5,132,240,53,42,63,117
MSTRG.13873|ENSG00000286488,14,23,17,21,4,28
MSTRG.13856|MEX3B,1026,611,564,1045,910,830
MSTRG.13874|TMC3-AS1,131,136,82,27,17,84
MSTRG.13875|TMC3,35,19,20,0,0,0
MSTRG.13879|ENSG00000275995,0,2,0,0,0,2
MSTRG.13882,286,317,1389,655,415,654
MSTRG.13882|ENSG00000259692,17,95,325,94,67,100
MSTRG.13883|ENSG00000259622,0,0,0,0,3,0
MSTRG.13876|ENSG00000273920,9,8,5,0,0,1
MSTRG.13877,4,0,0,14,0,0
MSTRG.13878|ENSG00000284709,9,0,2,0,0,17
MSTRG.13880|ENSG00000259543,2,0,35,0,0,0
MSTRG.13881|ENSG00000259594,38,69,355,115,130,214
ENSG00000287872.1|ENSG00000287872,2,0,16,0,6,0
MSTRG.13857|ENSG00000290944,0,0,0,0,0,0
MSTRG.13857|ADAMTS7P1,71,100,51,102,65,110
MSTRG.13858|GOLGA6L10,124,163,176,252,224,220
MSTRG.13858,1,4,0,8,0,6
MSTRG.13862|EFL1,2173,2173,737,1263,1084,1010
MSTRG.13864|ENSG00000289703,0,0,2,0,0,0
MSTRG.13865|RNU1-77P,0,0,0,0,0,0
MSTRG.13866|ENSG00000285974,0,0,14,4,0,2
MSTRG.13867|SAXO2,36,11,53,40,91,14
MSTRG.13863|ENSG00000289704,19,6,43,3,25,5
MSTRG.13867,10,8,34,27,19,73
MSTRG.13868,3,0,7,5,22,5
MSTRG.13859,19,19,21,17,17,33
MSTRG.13860|UBE2Q2P6,1,1,2,5,0,1
MSTRG.13860|ENSG00000290946,3,3,11,11,3,12
MSTRG.13861,66,25,6,9,2,8
MSTRG.13869|UBE2Q2P2,9,31,33,6,52,36
MSTRG.13870|ENSG00000237550,9514,12509,3059,9209,4987,14305
MSTRG.13869|GOLGA6L9,48,66,111,66,170,113
MSTRG.13869,946,1293,2460,1591,1431,1938
MSTRG.13869|ENSG00000278202,3,0,0,0,0,1
ENSG00000228141.7|ENSG00000228141,6,0,0,5,0,27
MSTRG.13888|ACTG1P17,4,17,6,38,34,44
MSTRG.13889|ENSG00000279758,25,48,15,28,20,65
MSTRG.13890|ENSG00000259442,0,0,0,7,0,25
MSTRG.13893|SNHG21,80,45,28,62,35,195
MSTRG.13894,0,0,0,526,0,0
MSTRG.13894|FSD2,26,9,1030,490,70,41
MSTRG.13891,19,45,9,44,33,93
MSTRG.13892|ENSG00000286817,45,55,48,71,87,168
MSTRG.13893,147,111,12,66,115,0
MSTRG.13893|ENSG00000252690,50,53,142,59,157,184
MSTRG.13893|SCARNA15,2,3,1,1,1,4
MSTRG.13885,0,0,477,41,0,0
MSTRG.13886|ENSG00000290948,20,19,14,23,12,39
MSTRG.13886|GOLGA2P10,0,3,0,11,3,0
MSTRG.13884|ENSG00000290949,0,9,9,2,4,7
MSTRG.13884|GOLGA6L17P,0,20,28,20,33,29
MSTRG.13930|RPS17,28484,32079,6882,17978,15397,35696
MSTRG.13930|ENSG00000260836,7,0,0,0,0,0
MSTRG.13931|ENSG00000278013,0,3,0,0,2,0
MSTRG.13930|CPEB1,158,259,41,74,97,129
MSTRG.13932|CPEB1-AS1,7,22,7,14,1,19
MSTRG.13933|AP3B2,488,538,67,167,181,985
MSTRG.13935,0,0,0,0,19,5
MSTRG.13885|CSPG4P10,13,12,136,101,47,51
MSTRG.13885|ENSG00000290947,658,530,354,917,715,1150
MSTRG.13886,2156,2540,2061,2838,1874,3954
MSTRG.13885|ENSG00000278603,1,1,1,1,1,1
MSTRG.13884,4,0,3,6,15,2
MSTRG.13930|DNM1P38,1,0,0,0,0,6
MSTRG.13930|ENSG00000284803,4,6,0,0,0,0
MSTRG.13934|ENSG00000259707,30,15,7,8,20,35
MSTRG.13896,0,0,52,0,0,0
MSTRG.13895|SH3GL3,276,326,691,578,191,287
MSTRG.13895,262,296,2279,517,308,375
MSTRG.13898|ADAMTSL3,30,33,41,79,16,31
MSTRG.13899|RNU6-401P,0,0,0,0,0,0
MSTRG.13900|TUBAP4,0,0,0,0,0,0
MSTRG.13901|RNU6-1339P,0,0,0,0,0,0
MSTRG.13902|ENSG00000274128,0,0,0,0,0,0
ENSG00000280038.1|DNM1P41,9,10,22,21,16,17
MSTRG.13897,91,49,65,57,56,84
ENSG00000259609.1|ENSG00000259609,0,0,5,0,0,0
ENSG00000291062.1|ENSG00000291062,16,41,54,10,0,15
ENSG00000259404.8|EFL1P1,0,0,0,0,0,0
MSTRG.13887|WHAMM,34,262,0,575,0,266
MSTRG.13887,268,232,471,130,275,281
MSTRG.13904|HOMER2,1300,887,698,1039,745,823
MSTRG.13907|C15orf40,821,1181,1001,1389,739,1099
MSTRG.13911|BTBD1,2689,3081,1474,3006,1792,2230
MSTRG.13917|ENSG00000286872,10,2,32,0,9,3
MSTRG.13918|TM6SF1,21,125,60,14,21,84
MSTRG.13919|ENSG00000260579,0,0,0,0,0,0
MSTRG.13920,0,0,25,0,3,0
MSTRG.13919|HDGFL3,5705,6440,2710,4304,3618,5877
MSTRG.13921|ENSG00000259986,11,9,48,5,36,8
MSTRG.13923|BNC1,7,7,185,295,6,8
MSTRG.13904,355,153,137,283,576,207
MSTRG.13905|ENSG00000259805,2,0,0,0,0,0
MSTRG.13906|RAMAC,1161,768,598,1029,654,883
MSTRG.13907,53,17,98,69,41,158
MSTRG.13908,18,29,45,68,20,72
MSTRG.13909|ENSG00000288850,31,32,34,51,39,46
MSTRG.13910|ENSG00000260608,3,0,25,15,16,24
MSTRG.13911,468,597,978,1295,0,1656
MSTRG.13912|ENSG00000273747,12,7,42,32,19,35
MSTRG.13913|ENSG00000259767,28,10,24,5,19,15
MSTRG.13914|ENSG00000260351,1,3,3,1,4,1
MSTRG.13915|FABP5P8,5,0,5,5,3,4
MSTRG.13916|MIR4515,2,2,1,0,0,3
MSTRG.13922,33,42,30,25,64,90
MSTRG.13928|GOLGA6L4,66,95,142,137,128,137
MSTRG.13929|UBE2Q2P8,0,0,0,0,0,0
MSTRG.13924|ENSG00000259694,0,0,3,0,1,0
MSTRG.13925|ENSG00000290688,12,8,25,21,4,13
MSTRG.13925|UBE2Q2P16,0,0,0,0,0,0
MSTRG.13926,2455,2340,2260,2958,2068,3747
MSTRG.13926|ENSG00000290689,142,131,169,135,112,55
MSTRG.13926|GOLGA2P7,0,0,0,0,1,0
MSTRG.13925|CSPG4P11,29,47,231,154,84,158
MSTRG.13927|RN7SL331P,1,2,10,2,3,3
MSTRG.13936|ENSG00000259570,0,0,0,0,0,0
MSTRG.13937|DNM1P51,0,0,0,0,0,1
MSTRG.13937|CSPG4P5,0,0,0,0,0,0
MSTRG.13938|UBE2Q2P11,0,0,2,2,0,0
MSTRG.13936,2537,2296,2200,2779,1845,3388
MSTRG.13903,81,93,68,104,73,147
MSTRG.13936|ENSG00000259683,5,2,19,18,11,11
MSTRG.13936|RN7SL417P,1,1,1,2,1,1
MSTRG.13937|ENSG00000290690,19,22,237,210,73,118
MSTRG.13939|ENSG00000259774,10,10,21,15,8,17
MSTRG.13940,39,39,54,32,35,62
MSTRG.13941,45,62,96,101,113,111
MSTRG.13936|Metazoa_SRP,2,2,16,7,7,4
ENSG00000197627.3|UBE2Q2P12,0,0,0,0,0,0
ENSG00000259551.1|ENSG00000259551,0,0,5,0,0,0
MSTRG.13946,45,23,31,28,33,34
MSTRG.13942|ENSG00000291260,0,0,0,0,0,0
MSTRG.13942|UBE2Q2P1,60,46,156,76,46,65
MSTRG.13945|LINC00933,1,7,0,0,5,7
MSTRG.13942|ENSG00000291026,45,52,86,85,109,97
MSTRG.13942|GOLGA6L5P,7,11,12,8,7,28
MSTRG.13942,51,26,127,69,175,60
MSTRG.13942|ENSG00000259244,2,0,15,0,0,0
MSTRG.13943,1,3,5,3,0,21
MSTRG.13944,3,4,4,8,18,2
MSTRG.13950|ZSCAN2-AS1,23,22,19,16,43,18
MSTRG.13951|ZSCAN2,2446,2105,700,1239,516,1063
MSTRG.13954|ENSG00000276278,0,2,0,0,0,0
MSTRG.13955|ENSG00000291159,608,822,1300,1725,698,1142
MSTRG.13955|SCAND2P,0,0,0,0,0,0
MSTRG.13957|WDR73,1068,813,1285,1366,1645,1383
MSTRG.13951,87,39,0,5,0,0
MSTRG.13952|ENSG00000256278,43,28,28,6,24,16
MSTRG.13953,34,16,23,9,26,11
MSTRG.13950,7,1,6,27,0,12
MSTRG.13955|EGLN1P1,5,3,11,2,27,15
MSTRG.13956,21,16,37,29,67,32
MSTRG.13957|Metazoa_SRP,1,1,1,1,1,1
MSTRG.13957,24,30,70,4,21,42
MSTRG.13947|NMB,341,462,35,110,84,321
MSTRG.13948|SEC11A,8526,8397,1798,4303,3397,8150
MSTRG.13949|ENSG00000259654,4,0,8,0,0,0
MSTRG.13958|ENSG00000285667,43,42,64,40,56,87
MSTRG.13959|ZNF592,3811,3036,1942,2500,2632,1996
MSTRG.13959,1940,2156,189,573,292,1437
MSTRG.13960|ENSG00000259415,3,3,4,0,9,12
MSTRG.13961,1598,2272,4960,1924,5628,2005
MSTRG.13962|ENSG00000200991,0,0,7,1,2,0
ENSG00000156222.12|SLC28A1,0,6,0,0,0,0
ENSG00000286505.1|ENSG00000286505,0,6,0,2,0,0
ENSG00000207037.1|RNU6-339P,0,0,0,0,0,0
ENSG00000212388.1|RNU6-796P,0,0,0,0,0,0
ENSG00000271044.1|ENSG00000271044,0,0,0,0,0,0
MSTRG.13961|ALPK3,2406,30,3345,4510,3726,1257
MSTRG.13968|PDE8A,239,539,658,577,420,1300
MSTRG.13968,154,282,383,340,237,747
ENSG00000188388.10|GOLGA6L3P,9,9,14,16,17,25
MSTRG.13963,13,17,14,26,23,22
MSTRG.13966|ENSG00000291212,0,0,0,0,0,0
MSTRG.13967|ENSG00000259317,0,0,0,0,0,0
MSTRG.13966|ADAMTS7P4,28,16,16,36,21,37
MSTRG.13964|ENSG00000291210,17,13,15,31,6,14
MSTRG.13964|NIFKP8,0,0,0,0,0,0
MSTRG.13965|ENSG00000291211,0,0,0,0,0,0
MSTRG.13964,984,622,236,1013,381,1027
MSTRG.13965|CSPG4P12,19,17,182,118,58,83
MSTRG.13965,1247,1426,1846,1618,1299,2181
MSTRG.13964|ENSG00000229212,2,0,2,2,2,1
MSTRG.13964|RN7SL428P,1,1,1,1,0,1
MSTRG.13974|AKAP13,430,858,2235,2873,1876,2234
MSTRG.13977|ENSG00000259375,0,0,0,0,0,0
MSTRG.13979|ENSG00000259276,0,0,19,0,5,0
ENSG00000259762.1|ENSG00000259762,0,5,0,0,3,14
MSTRG.13969|KLHL25,1318,1015,471,530,620,624
ENSG00000252931.1|RNU6-231P,0,0,0,0,0,0
ENSG00000264406.1|MIR548AP,0,0,0,0,0,0
MSTRG.13974|MIR7706,1,1,1,1,1,1
MSTRG.13974,2832,2112,2834,3514,6285,4883
MSTRG.13975|RNU7-79P,1,1,3,1,0,0
MSTRG.13976|FABP5P9,2,3,39,2,12,6
MSTRG.13978|AKAP13-AS1,2,0,45,5,9,5
MSTRG.13980|RNU6-1280P,3,0,3,0,4,0
MSTRG.13981|ENSG00000259453,1,2,37,0,8,21
MSTRG.13982|ENSG00000259544,10,0,11,4,13,2
MSTRG.13983|ENSG00000259407,8,13,9,12,11,17
ENSG00000259416.2|LINC02883,7,9,14,4,10,7
MSTRG.13970|MIR1276,3,1,1,0,5,0
MSTRG.13971|ENSG00000259195,5,3,0,1,12,0
MSTRG.13972,4,4,22,0,18,17
MSTRG.13973,6,22,0,0,1,5
ENSG00000259560.2|ENSG00000259560,0,0,0,0,0,0
ENSG00000207150.1|RNU6-185P,0,0,0,0,0,0
ENSG00000259527.2|LINC00052,0,0,0,0,0,0
ENSG00000287391.1|ENSG00000287391,0,0,0,0,0,10
ENSG00000260477.8|LINC01584,0,0,0,0,0,0
ENSG00000273540.5|AGBL1,2,10,0,0,75,30
ENSG00000252964.1|RNA5SP400,0,0,0,0,0,0
ENSG00000261077.1|ENSG00000261077,0,0,0,0,0,0
ENSG00000200206.1|ENSG00000200206,0,0,0,0,0,0
ENSG00000260125.2|AGBL1-AS1,0,0,0,0,0,0
ENSG00000259734.1|ENSG00000259734,0,0,0,0,1,0
ENSG00000259636.1|ENSG00000259636,0,0,0,0,0,0
ENSG00000259620.1|ENSG00000259620,0,0,0,0,1,0
MSTRG.13984|NTRK3,213,212,157,196,24,65
MSTRG.13985|MED28P6,0,0,0,0,0,0
MSTRG.13986|NTRK3-AS1,0,2,0,0,0,0
MSTRG.13988|MRPL46,737,813,452,506,440,717
MSTRG.13988|ENSG00000173867,8,70,1,22,26,1
MSTRG.13988,166,311,385,429,146,169
MSTRG.13990|ENSG00000279945,0,0,0,0,0,0
MSTRG.13988|DET1,254,160,163,290,118,299
MSTRG.13991,19,17,68,38,516,1487
MSTRG.13993,0,0,5,0,14,0
MSTRG.13994|ENSG00000259569,0,0,1,0,3,0
MSTRG.13995|LINC01586,0,0,21,4,37,46
MSTRG.13989|MRPS11,1016,444,549,508,545,780
MSTRG.13989,90,348,97,170,153,87
MSTRG.13992,42,111,0,0,1,63
ENSG00000172183.16|ISG20,94,86,54,42,27,74
MSTRG.13996|MIR1179,0,0,10,0,1,4
MSTRG.13996,3556,1557,406,884,631,1021
MSTRG.13997|MIR7-2,0,0,0,0,1,0
MSTRG.13998|MIR3529,0,0,0,0,0,0
MSTRG.13996|AEN,3942,5335,898,741,777,1401
ENSG00000261549.2|ENSG00000261549,20,30,2,2,5,0
MSTRG.13999,142,269,0,0,0,0
ENSG00000157766.19|ACAN,32,16,66,6,0,25
MSTRG.13987|HAPLN3,2759,3227,30,214,125,111
MSTRG.14000|MFGE8,14004,28845,2552,5585,2340,6561
MSTRG.13987,722,1816,186,187,23,254
MSTRG.14000,11578,7861,1289,634,333,2078
ENSG00000140522.12|RLBP1,4,18,4,0,0,0
MSTRG.14001|ENSG00000261407,2,3,0,0,0,0
MSTRG.14002|ABHD2,3195,6013,1835,3647,1016,1787
MSTRG.14003|RNU7-195P,0,0,0,1,0,0
MSTRG.14005|ENSG00000259948,0,0,0,0,0,0
ENSG00000260123.2|CARMAL,38,11,0,0,0,9
MSTRG.14004|HMGB1P8,2,5,5,0,4,1
MSTRG.14029|POLG-DT,28,17,10,21,6,0
MSTRG.14016|ENSG00000287717,0,0,0,0,0,0
MSTRG.14017|MIR9-3HG,12,57,8,21,35,75
MSTRG.14017|MIR9-3,0,0,0,0,0,0
MSTRG.14018|ENSG00000289128,0,0,0,0,0,0
MSTRG.14024|FANCI,3231,3978,1336,1297,1799,3415
MSTRG.14024,2505,3594,672,406,991,2314
MSTRG.14027|POLG,2982,3553,1856,2513,1691,3183
MSTRG.14027|MIR6766,0,0,2,0,0,0
MSTRG.14025,49,42,13,4,23,34
MSTRG.14026,50,50,12,14,35,75
MSTRG.14027|POLGARF,1,1,2,1,1,1
MSTRG.14028,3,2,22,23,32,27
MSTRG.14030|MESP1,8,15,16,74,72,2638
MSTRG.14006|PLIN1,0,16,27,25,0,16
MSTRG.14007|PEX11A,152,241,173,402,97,289
MSTRG.14021|WDR93,1,5,7,21,36,303
MSTRG.14021|ENSG00000259561,0,0,0,0,4,5
MSTRG.14022,0,0,2,6,5,35
MSTRG.14023|RNU6-132P,0,0,0,0,0,2
MSTRG.14008|RPL36AP43,6,8,5,14,18,8
MSTRG.14021,3,2,26,26,165,1663
MSTRG.14032|MESP2,17,32,0,0,32,305
MSTRG.14032,0,0,0,17,4,291
ENSG00000140519.14|RHCG,7,13,0,0,0,0
MSTRG.14009|LINC00928,0,0,0,0,0,0
MSTRG.14010|ENSG00000261478,0,0,0,0,0,0
MSTRG.14015|KIF7,358,638,386,730,85,593
MSTRG.14013|TICRR,3658,2690,759,113,1492,1889
MSTRG.14011|ENSG00000259713,4,14,3,0,4,9
MSTRG.14012,5,17,6,0,4,14
MSTRG.14013,204,189,293,724,0,288
MSTRG.14014|ENSG00000259615,6,9,10,6,2,2
MSTRG.14015,932,742,803,587,1243,1662
MSTRG.14031|ANPEP,62,80,87,66,92,1010
MSTRG.14031,3,15,0,1,3,112
ENSG00000280377.1|ENSG00000280377,1,0,0,0,0,0
MSTRG.14034|ARPIN-AP3S2,0,559,1,567,0,646
MSTRG.14034|AP3S2,3590,4605,1714,2610,1590,2212
MSTRG.14037|MIR5009,0,0,4,0,2,4
MSTRG.14039|RNU7-111P,0,0,0,0,0,0
MSTRG.14035|MIR5094,1,0,2,0,0,5
MSTRG.14036|ENSG00000259677,6,3,17,2,14,7
MSTRG.14038|RNU6-1111P,1,1,2,0,4,0
MSTRG.14034|ARPIN,668,473,908,1473,459,468
MSTRG.14034,209,711,0,150,122,738
MSTRG.14033,4,2,3,16,5,5
ENSG00000259685.3|IDH2-DT,0,0,0,0,0,4
MSTRG.14040|ZNF710,1359,1343,1124,2430,854,1903
MSTRG.14043|ZNF710-AS1,93,242,631,1074,67,218
MSTRG.14044|U7,0,0,0,0,0,0
MSTRG.14046|IDH2,3184,4884,4736,7941,1251,2450
MSTRG.14041|MIR3174,3,0,3,5,4,2
MSTRG.14042|ENSG00000273691,7,6,23,0,32,12
MSTRG.14045,26,36,93,168,14,32
MSTRG.14047|SEMA4B,2598,3247,1257,1838,770,1289
MSTRG.14048|RN7SL346P,0,0,0,0,0,0
MSTRG.14051|CIB1,641,987,619,810,644,766
MSTRG.14052|GDPGP1,208,324,220,359,212,234
MSTRG.14052|ENSG00000284626,22,31,22,0,16,0
MSTRG.14052|TTLL13,11,13,19,14,0,17
MSTRG.14052|NGRN,8103,7235,3347,5676,3360,4404
MSTRG.14053|ENSG00000270322,0,0,0,0,0,0
MSTRG.14055,0,0,3,25,0,0
MSTRG.14052|RN7SL736P,0,0,0,1,0,5
ENSG00000279980.1|GABARAPL3,0,7,2,0,0,0
ENSG00000238244.3|GABARAPL3,0,0,0,0,0,0
MSTRG.14050|ZNF774,134,196,127,254,104,163
MSTRG.14049|RPS12P26,8,13,20,20,8,13
MSTRG.14051,236,148,36,36,33,254
MSTRG.14052|ENSG00000261147,7,33,62,94,47,26
MSTRG.14052|ENSG00000275674,3,6,0,0,0,5
MSTRG.14052|PERPP2,134,62,94,136,99,59
MSTRG.14054|ENSG00000275345,2,0,3,0,6,4
MSTRG.14056|ENSG00000271396,4,1,12,19,21,0
MSTRG.14052|GOLGA2P8,4,14,1,0,2,0
MSTRG.14057|IQGAP1,5354,6969,1143,3241,5381,6375
MSTRG.14058|ENSG00000259177,0,2,0,0,12,0
MSTRG.14057,10,0,11,0,751,29
MSTRG.14061|CRTC3,805,968,1060,1701,665,1027
MSTRG.14062,0,0,4,0,14,1
MSTRG.14069|LINC01585,0,0,2,0,0,0
MSTRG.14065,0,0,27,0,0,0
MSTRG.14065|CRTC3-AS1,5,24,29,19,10,6
MSTRG.14070|BLM,2071,1942,579,475,440,1563
MSTRG.14070,1294,1040,0,0,313,0
MSTRG.14063|ENSG00000259212,4,3,27,8,2,3
MSTRG.14064|ENSG00000259314,2,2,35,18,8,9
MSTRG.14066|ENSG00000285560,2,5,8,15,4,10
MSTRG.14067|HSPE1P3,9,13,13,8,4,8
MSTRG.14068|ENSG00000278370,5,1,2,0,0,0
MSTRG.14071|SNORD18,4,3,1,0,3,3
MSTRG.14072|ENSG00000287061,19,13,7,0,21,22
MSTRG.14059|FURIN,2085,3051,2504,4992,3655,5494
MSTRG.14074|FES,65,260,27,242,30,320
MSTRG.14074,171,263,177,110,321,565
MSTRG.14075|MAN2A2,692,617,1369,2021,111,615
MSTRG.14075,84,798,909,912,658,38
MSTRG.14076|ENSG00000259661,0,0,0,0,0,0
MSTRG.14078|UNC45A,4259,5430,1306,3242,1665,3732
MSTRG.14077|HDDC3,603,735,226,303,141,261
MSTRG.14080|RCCD1,94,223,135,300,152,632
MSTRG.14060,3,7,9,20,0,6
MSTRG.14077,5,24,0,5,0,25
MSTRG.14079|RCCD1-AS1,27,13,26,6,29,22
MSTRG.14080,520,575,336,450,177,612
MSTRG.14109|ENSG00000284946,0,15,29,0,2,2
MSTRG.14110|PRC1-AS1,74,95,86,81,84,188
MSTRG.14109|PRC1,822,1463,418,846,502,887
MSTRG.14111|Y_RNA,0,1,0,0,0,4
MSTRG.14109|VPS33B,645,1008,514,713,508,906
MSTRG.14113|VPS33B-DT,22,28,7,30,8,34
MSTRG.14113|ENSG00000278514,0,2,13,2,19,32
MSTRG.14114|ENSG00000275929,0,0,2,0,0,0
MSTRG.14115|ENSG00000258665,0,0,0,0,0,0
MSTRG.14109,2490,3744,1067,918,1442,2820
MSTRG.14112,17,7,0,24,8,24
MSTRG.14113|ENSG00000258542,1,1,1,3,0,8
ENSG00000285661.1|ENSG00000285661,0,0,0,0,0,0
MSTRG.14081|SV2B,72,491,9,23,117,50
MSTRG.14082,1,0,15,30,2,6
MSTRG.14084|ST8SIA2,200,66,692,681,242,149
MSTRG.14085|ENSG00000239197,0,0,1,0,2,0
MSTRG.14086|ENO1P2,1,0,33,1,1,0
MSTRG.14087,17,0,8,3,14,0
MSTRG.14088|SLCO3A1,940,564,938,836,649,610
