gene_id,CM_D0_R1,CM_D0_R2,CM_D18_R1,CM_D18_R2,CM_D3_R1,CM_D3_R2
ENSG00000253094.1|SNORD36,0,0,0,0,0,0
ENSG00000237952.1|RPL7AP73,0,0,0,0,0,0
ENSG00000226507.1|IPMKP1,0,2,1,1,0,3
ENSG00000231650.1|RFESDP1,0,0,0,0,0,0
ENSG00000289217.2|ENSG00000289217,0,0,0,0,12,0
ENSG00000283075.1|ENSG00000283075,0,0,0,0,0,0
ENSG00000233440.2|HMGA1P6,0,0,0,0,0,0
ENSG00000207157.1|RNY3P4,0,0,0,0,0,0
ENSG00000289861.1|ENSG00000289861,0,0,0,0,0,0
ENSG00000227893.1|LINC00352,0,0,0,0,0,0
ENSG00000290660.1|ENSG00000290660,0,0,0,0,0,0
ENSG00000196593.10|ANKRD20A19P,0,0,0,0,0,0
ENSG00000287530.1|ENSG00000287530,0,8,0,0,0,0
ENSG00000277040.1|ENSG00000277040,0,0,0,0,0,0
ENSG00000261498.1|LINC00566,0,0,0,0,0,0
ENSG00000233545.1|CYCSP33,0,0,0,0,0,0
ENSG00000285228.1|ENSG00000285228,0,0,0,0,0,0
MSTRG.10224|LSP1P1,0,0,0,0,0,0
MSTRG.10225|ENSG00000276958,0,0,0,0,0,0
ENSG00000279695.1|ENSG00000279695,0,0,0,0,0,0
ENSG00000260509.2|ENSG00000260509,0,4,0,0,0,2
MSTRG.10235,0,2,0,16,0,0
ENSG00000231983.1|LINC00415,0,0,0,0,0,0
ENSG00000271559.1|ENSG00000271559,0,0,0,0,0,0
ENSG00000227882.1|THAP12P6,0,0,0,0,0,0
ENSG00000285929.1|ENSG00000285929,0,0,0,0,0,0
ENSG00000132975.8|GPR12,0,6,0,0,0,0
ENSG00000230256.1|FGFR1OP2P1,0,0,0,0,0,0
ENSG00000283579.1|ENSG00000283579,0,0,0,0,0,0
ENSG00000223782.1|RPS21P8,0,0,0,0,0,0
ENSG00000218198.3|RPS20P32,0,0,0,0,0,0
ENSG00000252247.2|RNU6-70P,0,0,0,0,0,0
ENSG00000201242.1|RNY1P1,0,0,0,0,0,0
ENSG00000252499.1|RNU6-63P,0,0,0,0,0,0
ENSG00000169840.5|GSX1,0,0,0,0,0,0
ENSG00000247381.3|PLUT,0,0,0,0,0,0
ENSG00000207330.1|RNU6-73P,0,0,0,0,0,0
ENSG00000139515.6|PDX1,0,0,21,0,0,0
ENSG00000273964.1|Y_RNA,0,0,0,0,0,0
MSTRG.10277,0,0,0,6,0,18
ENSG00000277227.1|ENSG00000277227,0,0,0,0,0,0
ENSG00000236339.1|POM121L13P,0,0,2,0,0,0
ENSG00000278172.1|Metazoa_SRP,0,0,0,0,0,0
ENSG00000236258.1|TIMM8BP1,0,0,0,0,0,0
ENSG00000224329.2|LINC00297,0,0,0,0,0,0
ENSG00000224405.1|LINC00572,0,0,0,0,0,0
ENSG00000122043.12|LINC00544,0,0,0,0,0,76
ENSG00000266505.1|ENSG00000266505,0,0,0,0,3,2
ENSG00000224511.2|LINC00365,0,0,0,0,0,20
ENSG00000232117.2|LINC00384,0,0,12,0,0,5
ENSG00000232643.2|LINC00385,0,0,0,0,0,0
ENSG00000279499.1|ENSG00000279499,0,2,0,0,0,0
ENSG00000236463.1|LINC00427,0,0,10,0,5,0
ENSG00000275788.1|Metazoa_SRP,0,0,0,0,0,0
ENSG00000132965.10|ALOX5AP,0,0,0,2,0,0
MSTRG.10298,0,0,0,0,14,0
ENSG00000237879.1|LINC00398,0,0,0,0,0,0
ENSG00000230403.1|LINC01066,0,0,0,0,0,0
ENSG00000286286.3|ENSG00000286286,0,0,0,0,0,0
ENSG00000231894.2|WDR95P,0,0,0,0,0,0
ENSG00000290234.1|ENSG00000290234,0,0,0,0,0,0
ENSG00000278305.1|ENSG00000278305,0,0,0,0,0,0
ENSG00000277319.1|ENSG00000277319,0,0,0,0,0,0
ENSG00000133105.8|RXFP2,0,0,0,0,0,0
ENSG00000289381.1|ENSG00000289381,0,0,0,0,6,0
ENSG00000287904.1|ENSG00000287904,0,0,0,0,0,0
ENSG00000226968.1|LINC00423,0,0,0,0,0,0
ENSG00000227604.3|TOMM22P3,0,0,0,0,0,0
ENSG00000288767.2|ENSG00000288767,0,0,0,0,0,13
ENSG00000286779.1|ENSG00000286779,0,0,0,0,0,0
ENSG00000280431.1|ENSG00000280431,0,3,1,0,0,2
ENSG00000227254.1|VDAC1P12,0,0,0,0,0,0
ENSG00000199196.1|ENSG00000199196,0,0,0,0,0,0
ENSG00000278477.1|ENSG00000278477,0,0,0,0,0,0
ENSG00000271850.2|LINC02343,0,0,0,0,0,0
ENSG00000225179.2|LINC00457,0,0,8,0,0,6
ENSG00000271901.2|ENSG00000271901,0,0,0,0,0,0
ENSG00000231910.1|GAMTP2,0,0,0,0,0,0
ENSG00000273886.1|Metazoa_SRP,0,0,0,0,0,0
MSTRG.10331,0,0,0,2,0,14
MSTRG.10339,0,0,0,0,0,24
ENSG00000236036.2|LINC00445,0,0,0,0,0,0
ENSG00000223383.1|H2ACP1,0,0,0,0,0,0
ENSG00000235306.2|GAPDHP34,0,0,0,0,0,0
ENSG00000223543.1|TCEAL4P1,0,0,3,0,0,0
ENSG00000215486.5|ARL2BPP3,0,0,0,0,0,0
ENSG00000271337.1|NDE1P2,0,0,0,0,0,0
MSTRG.10355,0,9,10,8,16,18
ENSG00000232378.1|RPL29P28,0,0,0,0,0,0
ENSG00000226161.1|EIF4A1P5,0,0,0,0,0,0
ENSG00000274549.1|ENSG00000274549,0,2,0,0,0,0
ENSG00000279511.1|ENSG00000279511,0,3,0,0,0,3
ENSG00000202395.1|RN7SKP1,0,0,0,0,0,0
ENSG00000230283.1|RPS12P24,0,0,0,0,0,0
ENSG00000230390.1|LINC01048,0,0,0,0,0,0
ENSG00000275226.1|LINC00547,0,0,0,0,0,0
ENSG00000279025.1|ENSG00000279025,0,0,2,0,0,7
ENSG00000236354.1|LINC00437,0,0,0,0,0,0
ENSG00000229437.2|LINC00366,0,0,5,0,0,0
ENSG00000234701.1|PRDX3P3,0,0,0,0,0,0
ENSG00000225221.1|PLA2G12AP2,0,0,0,0,0,0
ENSG00000235550.1|ANKRD26P2,0,0,0,0,0,0
ENSG00000133115.12|STOML3,0,0,0,0,0,0
ENSG00000224351.2|CDKN2AIPNLP3,0,0,2,0,0,0
ENSG00000270444.1|AZU1P1,0,0,0,0,0,0
ENSG00000212553.1|SNORD116,0,0,0,0,0,0
ENSG00000211491.2|MIR320D1,0,0,2,0,0,0
ENSG00000264226.1|MIR3168,0,0,0,0,0,0
ENSG00000244264.3|RN7SL597P,0,1,0,1,0,1
ENSG00000231404.2|RAC1P3,0,0,2,0,0,0
ENSG00000234655.3|OR7E155P,0,0,0,0,0,0
ENSG00000288600.1|ENSG00000288600,0,0,0,0,0,0
ENSG00000226093.1|RPS28P8,0,0,0,0,0,0
MSTRG.10455|LINC00400,0,0,0,9,0,0
ENSG00000276569.1|ENSG00000276569,0,0,4,0,0,0
ENSG00000289852.1|ENSG00000289852,0,0,0,0,0,0
ENSG00000237585.1|LINC00407,0,0,0,0,0,0
ENSG00000276527.1|ENSG00000276527,0,0,0,0,0,0
ENSG00000235097.1|LINC00330,0,0,0,0,0,0
ENSG00000229303.1|PPIAP25,0,0,0,3,0,0
ENSG00000274357.1|Metazoa_SRP,0,0,0,0,0,0
MSTRG.10496,0,0,0,0,14,0
ENSG00000287863.1|ENSG00000287863,0,0,0,0,0,0
ENSG00000261097.1|LINC00563,0,0,0,3,0,0
ENSG00000234590.1|GNG5P5,0,0,0,0,0,0
ENSG00000244521.3|RN7SL700P,0,0,0,4,0,0
ENSG00000224510.2|POLR2KP2,0,0,0,0,0,0
ENSG00000231665.1|OGFOD1P1,0,0,32,16,0,0
MSTRG.10584,0,0,6,14,0,0
ENSG00000222148.1|RNY4P30,0,0,0,0,0,0
ENSG00000200064.1|RNY4P9,0,0,0,0,0,0
MSTRG.10586,0,2,4,24,11,0
ENSG00000252141.1|RNU6-65P,0,0,0,0,0,0
ENSG00000123171.8|CCDC70,0,0,3,0,0,0
ENSG00000279677.1|ENSG00000279677,0,4,9,2,0,0
ENSG00000211579.2|MIR759,0,0,0,0,0,1
ENSG00000150276.8|PPIAP26,0,0,0,0,1,0
MSTRG.10662,0,4,2,0,9,23
ENSG00000102837.7|OLFM4,0,0,0,54,0,0
ENSG00000237092.2|LINC01065,0,0,0,0,0,0
ENSG00000279325.1|ENSG00000279325,0,0,0,0,0,0
ENSG00000225510.2|PCDH8P1,0,0,0,0,4,0
ENSG00000287722.1|ENSG00000287722,0,0,3,0,0,0
ENSG00000241613.3|RN7SL618P,0,0,0,0,0,0
ENSG00000287247.1|ENSG00000287247,0,0,0,0,0,0
ENSG00000273919.1|ENSG00000273919,0,1,0,2,0,0
ENSG00000288768.1|ENSG00000288768,0,0,1,7,0,0
ENSG00000274316.1|ZNF646P1,0,0,14,0,0,0
MSTRG.10663,0,0,0,0,0,14
MSTRG.10695|ENSG00000277047,0,0,42,11,0,0
MSTRG.10696,0,0,4,0,18,0
MSTRG.10681,0,0,0,0,0,15
ENSG00000228611.2|HNF4GP1,0,0,0,0,0,0
ENSG00000286709.1|ENSG00000286709,0,0,0,0,0,0
ENSG00000228319.1|SPATA2P1,0,0,0,0,0,0
ENSG00000201665.1|RN7SKP6,0,0,0,0,0,0
ENSG00000289475.2|ENSG00000289475,0,0,4,0,0,0
ENSG00000204919.1|PRR20A,0,0,0,0,0,0
ENSG00000229665.8|PRR20C,0,0,0,0,0,0
ENSG00000204918.3|PRR20B,0,0,0,0,0,0
ENSG00000227151.4|PRR20D,0,0,0,0,0,0
ENSG00000234278.3|PRR20E,0,0,0,0,0,0
ENSG00000271140.1|PRR20FP,0,0,0,0,0,0
ENSG00000230009.1|MTCO2P3,0,0,0,0,0,0
ENSG00000234421.2|SLC25A5P4,0,0,0,0,0,0
ENSG00000225352.1|RPL31P53,0,0,0,0,0,0
ENSG00000202422.1|RNA5SP30,0,0,0,0,0,0
ENSG00000277448.1|LINC02338,0,0,0,0,0,0
ENSG00000232954.2|LINC00374,0,0,0,0,0,0
ENSG00000276208.1|ENSG00000276208,0,0,0,0,0,0
ENSG00000222733.1|RNY4P29,0,0,0,0,0,0
ENSG00000223717.1|DNAJA1P1,0,0,0,0,0,0
ENSG00000214281.3|HMGN2P39,0,0,0,0,0,0
ENSG00000232647.1|POLR3KP1,0,0,0,0,0,0
ENSG00000271190.1|RPP40P2,0,0,0,0,0,0
ENSG00000239003.1|RNU7-88P,0,0,0,0,0,0
ENSG00000202151.1|RNY4P28,0,0,0,0,0,0
ENSG00000277549.1|ENSG00000277549,0,0,0,0,0,0
ENSG00000223076.1|RNA5SP31,0,0,0,0,0,3
ENSG00000266663.1|MIR3169,0,0,0,0,0,0
ENSG00000234033.1|RAC1P8,0,0,0,0,0,0
ENSG00000270856.1|ENSG00000270856,0,0,0,0,0,0
ENSG00000229578.3|LINC00358,0,0,0,0,0,0
ENSG00000230142.2|LINC01075,0,0,0,0,0,0
ENSG00000227611.1|LINC01074,0,0,0,0,0,0
ENSG00000229307.1|LINC00459,0,0,0,0,0,0
ENSG00000232105.1|RPL32P28,0,0,0,0,0,1
ENSG00000276586.1|ENSG00000276586,0,0,0,0,0,0
ENSG00000271465.1|SQSTM1P1,0,0,0,0,0,0
ENSG00000286469.1|ENSG00000286469,0,0,0,0,0,0
ENSG00000228669.2|LINC00448,0,0,0,0,0,0
ENSG00000273550.2|ENSG00000273550,0,0,0,0,0,0
ENSG00000227564.3|LINC00376,0,0,0,0,0,0
ENSG00000287996.1|ENSG00000287996,0,0,0,0,0,0
ENSG00000231061.1|LINC00395,0,0,0,0,0,0
ENSG00000290963.1|ENSG00000290963,0,0,0,0,0,0
ENSG00000285764.1|ENSG00000285764,0,0,0,0,0,0
ENSG00000274052.3|OR7E156P,0,0,0,0,0,0
ENSG00000237378.3|ENSG00000237378,0,0,0,0,5,16
ENSG00000202478.1|RNU6-81P,0,0,0,0,0,0
ENSG00000213232.2|PPP1R2P10,0,0,0,0,0,0
ENSG00000287128.1|ENSG00000287128,0,0,0,0,0,0
ENSG00000290964.1|ENSG00000290964,0,1,0,0,1,3
ENSG00000285566.2|ENSG00000285566,0,0,0,0,0,6
ENSG00000219926.12|OR7E104P,0,0,0,0,0,0
ENSG00000214266.2|STARP1,0,0,0,0,0,0
ENSG00000234767.2|LINC01052,0,0,0,0,0,0
ENSG00000286395.1|ENSG00000286395,0,0,0,0,0,0
ENSG00000263581.1|MIR548X2,0,0,0,0,0,0
ENSG00000235737.1|TRIM60P19,0,0,0,0,0,0
ENSG00000230040.2|LINC00364,0,0,0,0,0,0
ENSG00000287876.1|ENSG00000287876,0,0,0,0,0,0
ENSG00000227969.1|NPM1P22,0,1,0,0,0,0
ENSG00000231667.2|OR7E111P,0,0,0,0,0,0
ENSG00000226537.2|OR7E33P,0,0,0,0,0,0
ENSG00000286820.1|ENSG00000286820,0,0,0,0,0,0
ENSG00000234765.1|ELL2P3,0,0,0,0,0,0
ENSG00000229910.1|HNRNPA1P18,0,0,0,0,0,0
ENSG00000236433.1|RPL37P21,0,0,0,0,0,0
ENSG00000230405.1|RPS3AP52,0,0,0,0,0,0
ENSG00000229824.1|RPL12P34,0,0,0,0,0,0
ENSG00000243671.3|RN7SL761P,0,0,0,0,0,0
ENSG00000281778.1|LINC00550,0,0,0,0,0,0
ENSG00000280580.1|LINC02342,0,0,0,0,0,0
ENSG00000225501.1|SNRPFP3,0,0,0,0,0,0
ENSG00000235221.3|LINC00383,0,0,0,0,0,0
ENSG00000224640.1|SRSF1P1,0,0,0,0,0,0
MSTRG.10721,0,0,0,0,0,32
ENSG00000150361.12|KLHL1,0,0,0,7,12,0
ENSG00000207495.1|RNY3P10,0,0,0,0,0,0
ENSG00000232314.1|PSMC1P13,0,0,0,0,0,0
ENSG00000230223.8|ATXN8OS,0,0,0,0,0,0
ENSG00000288330.1|ENSG00000288330,0,0,0,0,0,0
ENSG00000202433.1|RNU6-54P,0,0,0,0,0,0
ENSG00000276841.1|ENSG00000276841,0,0,0,0,0,0
ENSG00000226554.1|MTCL1P1,0,0,0,0,0,0
ENSG00000226846.2|LINC00348,0,0,0,0,0,0
ENSG00000225801.1|RABEPKP1,0,0,0,0,0,0
ENSG00000232881.2|RPS10P21,0,0,0,0,0,0
ENSG00000212377.1|ENSG00000212377,0,0,0,0,0,0
ENSG00000227952.2|RPL18AP17,0,0,0,0,0,0
ENSG00000251715.1|ENSG00000251715,0,0,0,0,0,0
ENSG00000278113.1|ENSG00000278113,0,0,0,0,0,0
ENSG00000199282.1|ENSG00000199282,0,0,0,0,0,0
ENSG00000206922.1|RNU6-80P,0,2,4,0,0,0
ENSG00000201253.1|RNU4-10P,0,0,0,0,0,0
ENSG00000206697.1|RNY1P8,0,0,0,0,0,0
ENSG00000279754.1|ENSG00000279754,0,0,0,0,0,0
ENSG00000229708.1|MARK2P12,0,0,0,0,0,0
MSTRG.10738,0,1,0,10,14,2
ENSG00000177596.1|ENSG00000177596,0,0,0,0,0,0
ENSG00000225944.1|RIOK3P1,0,0,0,0,0,0
ENSG00000206812.1|RNU6-38P,0,0,0,0,0,0
ENSG00000226665.1|SSR1P2,0,0,0,0,0,0
ENSG00000178734.5|LMO7DN,0,0,10,0,0,0
ENSG00000223458.2|LMO7DN-IT1,0,0,0,0,0,0
ENSG00000261206.1|LINC00561,0,0,0,0,0,0
ENSG00000224933.2|LINC01034,0,0,8,0,0,0
ENSG00000243274.3|RN7SL571P,0,0,2,0,0,0
MSTRG.10758,0,7,11,22,0,0
MSTRG.10759|ENSG00000278727,0,3,14,45,0,2
MSTRG.10760|BTF3P11,0,0,0,0,0,0
MSTRG.10761|ACOD1,0,0,0,0,0,0
MSTRG.10750,0,0,0,16,0,0
ENSG00000285714.1|ENSG00000285714,0,0,0,0,0,0
MSTRG.10767|SCEL,0,2,1,47,0,0
MSTRG.10768|ENSG00000287270,0,0,0,0,0,0
MSTRG.10769|SCEL-AS1,0,0,0,0,0,0
MSTRG.10770|RNY3P7,0,0,0,0,0,0
ENSG00000285746.1|ENSG00000285746,0,0,0,0,1,0
ENSG00000237109.1|RPL21P111,0,0,0,0,0,0
ENSG00000225427.2|LINC00331,0,0,0,0,0,0
ENSG00000215357.2|HSPD1P8,0,0,0,0,0,0
MSTRG.10773,0,0,0,18,0,0
ENSG00000236277.1|NIPA2P5,0,0,0,0,0,0
ENSG00000226670.1|BCAS2P3,0,0,0,0,0,8
ENSG00000285902.1|ENSG00000285902,0,0,15,0,0,0
MSTRG.10788,0,0,18,7,0,0
ENSG00000229011.1|LINC01038,0,0,0,0,0,0
MSTRG.10789,0,0,0,17,0,0
ENSG00000229175.2|LINC00382,0,0,8,0,0,0
ENSG00000285684.1|ENSG00000285684,0,0,6,8,0,10
MSTRG.10790,0,0,3,0,0,20
MSTRG.10791,0,0,26,16,36,1
ENSG00000227862.1|HNRNPA1P31,0,0,0,0,0,0
ENSG00000229246.2|LINC00377,0,0,3,0,1,0
ENSG00000270415.1|DPPA3P3,0,0,0,0,0,0
ENSG00000260094.1|LINC00564,0,0,0,0,0,7
ENSG00000229309.2|ENSG00000229309,0,0,0,0,0,0
ENSG00000222486.1|RNU6-77P,0,0,0,0,0,1
ENSG00000237148.1|HIGD1AP2,0,0,0,0,0,0
MSTRG.10795,0,0,0,4,0,14
ENSG00000286385.1|ENSG00000286385,0,0,0,0,0,0
ENSG00000237099.1|GYG1P2,0,0,0,0,0,0
ENSG00000270400.1|ENSG00000270400,0,0,0,0,0,0
ENSG00000222791.1|RNU6-67P,0,0,0,0,0,0
ENSG00000286446.1|ENSG00000286446,0,0,0,0,0,0
ENSG00000215037.2|VENTXP2,0,0,0,0,0,0
ENSG00000286284.1|ENSG00000286284,0,0,0,0,0,0
ENSG00000224188.1|UBE2D3P4,0,0,0,0,0,0
ENSG00000285742.1|ENSG00000285742,0,0,0,0,0,0
ENSG00000288016.3|ENSG00000288016,0,0,0,0,0,0
ENSG00000228597.1|MTND4P1,0,0,0,0,0,0
ENSG00000232447.1|MTND5P3,0,0,0,0,0,0
ENSG00000233349.1|LINC00333,0,0,0,0,0,0
ENSG00000288038.1|ENSG00000288038,0,0,0,0,0,0
ENSG00000287438.1|ENSG00000287438,0,0,0,0,0,0
ENSG00000226370.1|LINC00375,0,0,0,0,0,0
ENSG00000286906.1|ENSG00000286906,0,0,0,0,0,0
ENSG00000226317.3|LINC00351,0,0,0,0,0,0
ENSG00000228241.1|MOB1AP1,0,0,0,0,0,0
ENSG00000283371.1|ENSG00000283371,0,0,0,0,1,0
ENSG00000287880.1|ENSG00000287880,0,0,0,0,0,0
ENSG00000231879.1|TXNL1P1,0,0,0,0,0,0
ENSG00000233528.4|LINC00430,0,0,0,0,0,0
MSTRG.10806,0,0,0,0,21,20
MSTRG.10807|UBBP5,0,0,0,0,2,2
ENSG00000228473.1|LIN28AP2,0,0,0,0,0,0
ENSG00000277640.1|ENSG00000277640,0,0,0,0,0,0
ENSG00000223404.3|LINC00397,0,0,0,0,0,0
ENSG00000272046.1|ENSG00000272046,0,0,0,0,0,2
ENSG00000232204.1|TET1P1,0,0,0,0,0,0
ENSG00000231019.1|LINC00373,0,0,0,0,0,0
ENSG00000225289.1|RPL29P29,0,0,0,0,0,0
ENSG00000261666.1|LINC00560,0,0,0,0,0,0
ENSG00000233211.2|GRPEL2P1,0,0,0,0,0,0
MSTRG.10808,0,0,0,0,0,20
ENSG00000288552.1|ENSG00000288552,0,0,0,0,0,0
ENSG00000234660.2|LINC00440,0,0,0,0,0,0
ENSG00000232225.6|LINC01047,0,0,0,0,0,0
ENSG00000227247.1|TRIM60P13,0,0,0,0,0,0
ENSG00000225530.1|SP3P,0,0,0,1,35,12
ENSG00000271395.2|LINC02336,0,0,1,0,0,0
ENSG00000226037.1|LINC01040,0,0,0,0,0,0
ENSG00000236176.2|LINC00353,0,0,0,0,0,0
ENSG00000234227.1|RPL7L1P1,0,0,0,0,0,0
ENSG00000200733.1|ENSG00000200733,0,0,0,0,0,0
ENSG00000215418.2|PEX12P1,0,0,0,0,0,0
ENSG00000261446.4|LINC00559,0,0,0,0,0,0
ENSG00000252696.1|RNA5SP34,0,0,0,0,0,0
ENSG00000235879.1|FAR1P1,0,0,0,0,0,0
ENSG00000224419.1|KRT18P27,0,0,5,0,0,0
ENSG00000283783.1|MIR622,0,3,0,1,0,0
ENSG00000234384.1|LINC01049,0,0,0,0,0,0
ENSG00000251753.1|RNU6-75P,0,0,0,0,0,0
ENSG00000231674.1|LINC00410,0,0,0,0,0,0
ENSG00000227983.1|BRK1P2,0,0,0,0,0,0
ENSG00000234625.1|LINC00380,0,0,0,0,0,0
ENSG00000229557.1|LINC00379,0,0,11,0,0,0
ENSG00000214178.3|PPIAP23,0,0,0,0,0,0
ENSG00000232849.2|LINC00363,0,0,0,0,0,0
ENSG00000288001.1|ENSG00000288001,0,2,0,0,0,0
ENSG00000222129.1|RNA5SP36,0,0,0,0,0,0
ENSG00000260962.1|LINC00557,0,0,0,0,0,0
ENSG00000287635.1|ENSG00000287635,0,0,0,0,0,0
ENSG00000252335.1|RNU6-62P,0,0,0,0,0,0
ENSG00000271492.1|MEMO1P5,0,0,0,1,0,0
ENSG00000235137.2|HSP90AB6P,0,0,0,0,0,0
ENSG00000234267.4|TULP3P1,0,0,6,0,0,0
ENSG00000272329.1|ENSG00000272329,0,0,0,0,0,0
ENSG00000222472.1|RN7SKP7,0,0,0,0,0,0
ENSG00000233124.2|LINC00456,0,0,0,0,0,4
ENSG00000271625.1|PSMA6P4,0,0,0,0,0,1
ENSG00000226134.1|ENSG00000226134,0,0,0,0,0,0
ENSG00000286544.1|ENSG00000286544,0,0,0,0,0,0
ENSG00000233291.1|RPL7AP61,0,0,0,0,0,0
ENSG00000270725.1|ENSG00000270725,0,0,0,0,0,0
ENSG00000217686.2|NUS1P4,0,0,0,0,0,0
ENSG00000233549.2|CYCSP35,0,0,0,0,0,0
ENSG00000233662.1|CALM2P4,0,0,0,0,0,0
ENSG00000243366.3|RN7SL60P,0,0,0,0,0,0
ENSG00000290577.1|ENSG00000290577,0,0,0,0,0,0
ENSG00000238241.3|CCR12P,0,0,0,0,2,0
ENSG00000285448.1|ENSG00000285448,0,0,0,0,0,0
ENSG00000234168.2|LINC01039,0,0,0,0,0,2
ENSG00000234239.1|CFL1P8,0,2,0,0,0,0
ENSG00000287746.1|ENSG00000287746,0,0,0,0,0,0
ENSG00000261057.1|LINC00555,0,0,0,0,0,0
ENSG00000139780.8|METTL21C,0,0,12,0,0,0
ENSG00000125255.7|SLC10A2,0,0,3,0,0,0
MSTRG.10963,0,0,0,14,0,0
ENSG00000285789.1|ENSG00000285789,0,0,0,0,0,0
ENSG00000230474.1|ATP6V1G1P7,0,0,0,0,0,0
ENSG00000287734.1|ENSG00000287734,0,0,0,0,0,0
ENSG00000225823.1|RPL7P45,0,0,0,0,0,0
ENSG00000286929.1|ENSG00000286929,0,0,0,0,0,0
ENSG00000232307.1|DAOA-AS1,0,0,0,0,0,0
ENSG00000275968.1|ENSG00000275968,0,0,0,0,0,0
ENSG00000275502.1|ENSG00000275502,0,0,0,0,0,0
ENSG00000182346.22|DAOA,0,0,0,0,0,0
ENSG00000289454.1|ENSG00000289454,0,0,0,0,0,0
ENSG00000280455.1|ENSG00000280455,0,0,0,0,0,0
ENSG00000252550.1|ENSG00000252550,0,0,0,0,0,0
ENSG00000286780.1|ENSG00000286780,0,0,0,0,0,0
ENSG00000233532.6|LINC00460,0,0,0,0,0,0
ENSG00000174418.7|RPL35P9,0,0,0,0,0,0
ENSG00000287546.1|ENSG00000287546,0,0,0,0,0,0
ENSG00000174408.8|PPIAP24,0,0,0,0,0,0
ENSG00000277863.1|ENSG00000277863,0,1,2,4,0,0
ENSG00000279157.1|ENSG00000279157,0,0,0,0,0,0
ENSG00000285643.1|ENSG00000285643,0,0,0,0,0,0
MSTRG.10987,0,0,33,0,0,3
ENSG00000232087.1|HCFC2P1,0,0,0,0,0,0
ENSG00000229792.1|LINC00399,0,0,0,0,0,0
MSTRG.10998|ENSG00000285534,0,0,1,0,0,0
MSTRG.10999,0,0,0,0,0,16
MSTRG.11000|LINC00676,0,0,0,0,0,0
ENSG00000201161.1|RN7SKP10,0,0,0,0,0,0
ENSG00000274331.1|ENSG00000274331,0,0,0,0,0,0
ENSG00000275830.4|LINC03082,0,0,0,0,0,0
ENSG00000276269.1|ENSG00000276269,0,0,0,0,0,0
ENSG00000231428.2|LINC00396,0,0,0,0,0,0
ENSG00000265885.2|RN7SL783P,0,0,0,0,0,0
ENSG00000279965.1|LINC03032,0,0,3,0,0,0
ENSG00000287575.1|ENSG00000287575,0,0,0,3,0,2
ENSG00000289010.1|ENSG00000289010,0,0,0,0,0,0
ENSG00000225870.1|LINC00368,0,0,6,0,0,0
ENSG00000286824.1|ENSG00000286824,0,0,0,0,0,0
ENSG00000204398.5|ENSG00000204398,0,0,0,0,0,0
ENSG00000215881.3|LINC02337,0,0,0,0,0,0
ENSG00000226903.3|LINC00354,0,20,14,25,4,12
ENSG00000200072.1|ENSG00000200072,0,0,0,0,0,0
ENSG00000260102.2|LINC01070,0,0,0,0,0,0
ENSG00000260343.1|LINC01043,0,0,0,0,0,0
ENSG00000223626.1|LINC01044,0,0,0,0,0,0
ENSG00000153498.12|SPACA7,0,0,0,0,0,0
MSTRG.11019,0,7,5,0,11,16
ENSG00000186009.5|ATP4B,0,0,9,0,8,10
ENSG00000279770.1|LINC00552,0,3,10,0,0,0
ENSG00000237699.2|ENSG00000237699,0,0,0,0,0,0
ENSG00000226921.7|LINC00454,0,0,4,0,0,0
ENSG00000274766.2|ENSG00000274766,0,5,0,0,0,8
ENSG00000229373.9|LINC00452,0,0,0,0,0,0
ENSG00000260910.2|SWINGN,0,0,22,16,8,0
MSTRG.11068,0,1,3,0,0,16
ENSG00000283274.1|5_8S_rRNA,0,0,0,0,0,0
ENSG00000215398.12|ENSG00000215398,0,0,0,0,0,0
ENSG00000290354.1|ENSG00000290354,0,0,0,0,0,0
ENSG00000206906.1|RNU6-458P,0,0,0,0,0,0
ENSG00000257171.2|ENSG00000257171,0,0,0,0,0,0
ENSG00000257356.2|BNIP3P6,0,0,0,0,0,0
ENSG00000257959.1|ENSG00000257959,0,0,0,0,0,0
ENSG00000257721.1|ENSG00000257721,0,0,0,0,0,0
ENSG00000258367.2|ENSG00000258367,0,0,0,0,0,0
ENSG00000257825.1|ENSG00000257825,0,0,0,0,0,0
ENSG00000257115.2|OR11H12,0,0,0,0,0,0
ENSG00000257672.2|ENSG00000257672,0,0,0,0,0,0
ENSG00000239200.1|RPL22P20,0,0,0,1,0,0
ENSG00000257224.1|ENSG00000257224,0,1,0,1,0,1
ENSG00000257853.3|MED15P1,0,0,0,0,0,0
ENSG00000291204.1|ENSG00000291204,0,0,0,0,0,0
ENSG00000257891.1|ENSG00000257891,0,0,0,0,0,0
ENSG00000258265.1|ENSG00000258265,0,0,0,0,0,0
ENSG00000258314.3|ENSG00000258314,0,0,0,0,0,0
ENSG00000274369.1|GRAMD4P4,0,0,0,0,0,0
ENSG00000196143.4|OR11H13P,0,0,0,0,0,0
ENSG00000271632.1|ENSG00000271632,0,0,0,0,0,0
ENSG00000277252.1|ENSG00000277252,0,0,0,0,0,0
ENSG00000258781.3|CDRT15P13,0,0,0,0,0,0
ENSG00000274827.4|LINC01297,0,0,0,2,0,0
ENSG00000278301.1|GRAMD4P3,0,1,0,0,1,0
ENSG00000257162.6|MED15P6,0,0,0,0,0,0
ENSG00000257142.1|ENSG00000257142,0,0,0,0,0,0
ENSG00000258453.4|OR11H2,0,0,0,0,0,0
